name,iso3c,year,pop,growth_rate,tfr,sex_ratio,e0,imr,net
Brunei,BRN,1950,48297,5.959,6.977,107,50.565,128.595,1.375
Brunei,BRN,1951,51190,5.682,7.028,107,51.538,121.147,1.239
Brunei,BRN,1952,54233,5.862,7.1,106.9,52.439,114.095,1.369
Brunei,BRN,1953,57559,6.036,7.2,106.9,53.322,107.307,1.51
Brunei,BRN,1954,61209,6.256,7.308,106.9,54.169,100.803,1.693
Brunei,BRN,1955,65209.99999999999,6.405,7.397,106.8,54.978,94.585,1.84
Brunei,BRN,1956,69548,6.473,7.448,106.7,55.74,88.66,1.972
Brunei,BRN,1957,74164,6.383,7.476,106.6,56.51,83.022,2.029
Brunei,BRN,1958,78972,6.188,7.475,106.4,57.265,77.671,1.976
Brunei,BRN,1959,83842,5.791,7.421,106.4,58.02,72.573,1.809
Brunei,BRN,1960,88347,4.704,7.322,106.5,58.721,67.856,0.982
Brunei,BRN,1961,92517,4.526,7.185,106.6,59.387,63.542,1.014
Brunei,BRN,1962,96719,4.36,7.03,106.6,58.824,59.63,1.088
Brunei,BRN,1963,101159,4.612,6.893,106.7,60.625,56.088,1.469
Brunei,BRN,1964,105922,4.589,6.773,106.8,61.267,52.854,1.595
Brunei,BRN,1965,110838,4.487,6.647,106.8,61.721,50.092,1.655
Brunei,BRN,1966,115874,4.401,6.514,106.7,62.401,47.308,1.697
Brunei,BRN,1967,121017,4.287,6.372,106.6,62.909,44.876,1.703
Brunei,BRN,1968,126222,4.139,6.204,106.6,63.47,42.615,1.677
Brunei,BRN,1969,131446,3.974,6.008,106.7,63.963,40.5,1.608
Brunei,BRN,1970,135138,1.601,5.801,106.7,64.49,38.412,-1.538
Brunei,BRN,1971,137921,2.467,5.619,106.8,64.975,36.317,-0.476
Brunei,BRN,1972,142189,3.611,5.5,106.9,65.447,34.186,1.053
Brunei,BRN,1973,147369,3.547,5.355,106.9,65.95,32.02,1.007
Brunei,BRN,1974,152656,3.502,5.183,106.9,66.442,29.817,1.011
Brunei,BRN,1975,158070,3.468,4.99,106.9,66.95,27.632,1.047
Brunei,BRN,1976,163607,3.418,4.784,106.9,67.411,25.501,1.08
Brunei,BRN,1977,169277,3.397,4.58,106.9,67.833,23.461,1.157
Brunei,BRN,1978,174884,3.125,4.389,106.9,68.258,21.545,0.791
Brunei,BRN,1979,180422,3.111,4.216,106.9,68.642,19.779,0.899
Brunei,BRN,1980,186111,3.098,4.067,107,69.014,18.186,0.995
Brunei,BRN,1981,191977,3.108,3.943,106.9,69.344,16.773,1.124
Brunei,BRN,1982,198165,3.234,3.841,106.9,69.669,15.543,1.475
Brunei,BRN,1983,204741,3.294,3.751,106.9,69.991,14.496,1.602
Brunei,BRN,1984,211661,3.352,3.68,106.8,70.236,13.621,1.722
Brunei,BRN,1985,218919,3.391,3.612,106.9,70.499,12.908,1.808
Brunei,BRN,1986,226495,3.412,3.549,107.1,70.762,12.342,1.897
Brunei,BRN,1987,233860,2.994,3.491,107.2,70.982,11.905,0.994
Brunei,BRN,1988,240913,2.949,3.435,107.3,71.183,11.574,0.962
Brunei,BRN,1989,248064,2.902,3.364,107.2,71.408,11.326,1.002
Brunei,BRN,1990,255292,2.844,3.29,107.2,71.629,11.134,0.992
Brunei,BRN,1991,262596,2.799,3.206,107.2,71.858,10.967,1.087
Brunei,BRN,1992,269839,2.645,3.111,107.1,72.09,10.804,0.969
Brunei,BRN,1993,276971,2.573,3.007,107.2,72.333,10.626,1.082
Brunei,BRN,1994,284091,2.504,2.901,107.2,72.571,10.418,1.206
Brunei,BRN,1995,291195,2.437,2.787,107.2,72.838,10.178,1.348
Brunei,BRN,1996,298276,2.369,2.681,107.3,73.079,9.909,1.464
Brunei,BRN,1997,305341,2.315,2.6,107.3,73.326,9.623,1.533
Brunei,BRN,1998,312385,2.248,2.533,107.2,73.584,9.332,1.566
Brunei,BRN,1999,319411,2.201,2.461,107.2,73.806,9.051,1.639
Brunei,BRN,2000,326424,2.143,2.398,107,74.017,8.793,1.66
Brunei,BRN,2001,333345,2.054,2.337,106.9,74.209,8.567,1.569
Brunei,BRN,2002,340099,1.958,2.264,106.7,74.365,8.38,1.499
Brunei,BRN,2003,346637,1.851,2.185,106.7,74.509,8.235,1.383
Brunei,BRN,2004,352911,1.737,2.104,106.7,74.603,8.13,1.261
Brunei,BRN,2005,358916,1.638,2.024,106.8,74.683,8.062,1.163
Brunei,BRN,2006,364663,1.54,1.969,106.9,74.753,8.028,1.03
Brunei,BRN,2007,370873,1.835,1.933,107.1,74.793,8.02,2.291
Brunei,BRN,2008,377793,1.862,1.918,107.2,74.814,8.033,2.409
Brunei,BRN,2009,384952,1.892,1.921,107.4,74.814,8.062,2.489
Brunei,BRN,2010,392332,1.906,1.937,107.4,74.82,8.1,2.479
Brunei,BRN,2011,399389,1.662,1.957,107.5,74.835,8.14,1.399
Brunei,BRN,2012,405557,1.405,1.973,107.7,74.843,8.181,0.346
Brunei,BRN,2013,411202,1.36,1.978,107.9,74.854,8.217,0.285
Brunei,BRN,2014,416750,1.321,1.969,108.1,74.862,8.244,0.303
Brunei,BRN,2015,422212,1.283,1.947,108.3,74.88,8.263,0.356
Brunei,BRN,2016,427564,1.237,1.915,108.4,74.905,8.271,0.415
Brunei,BRN,2017,432772,1.185,1.881,108.5,74.943,8.269,0.44
Brunei,BRN,2018,437810,1.13,1.848,108.4,74.992,8.256,0.45
Brunei,BRN,2019,442680,1.083,1.819,108.2,75.049,8.235,0.456
Brunei,BRN,2020,447404,1.04,1.796,108,75.114,8.207,0.462
Brunei,BRN,2021,451721,0.881,1.778,107.9,74.869,8.174,0
Brunei,BRN,2022,455370,0.728,1.764,107.7,72.917,8.137,0
Brunei,BRN,2023,458949,0.837,1.747,107.6,75.327,8.101,0
Cambodia,KHM,1950,4375257,2.275,6.53,105.3,38.859,166.612,1.856
Cambodia,KHM,1951,4475692,2.265,6.514,105.3,39.037,164.995,1.415
Cambodia,KHM,1952,4577961,2.254,6.509,105.3,39.339,163.347,0.094
Cambodia,KHM,1953,4680450,2.175,6.519,105.3,39.618,161.67,-4.781
Cambodia,KHM,1954,4783833,2.194,6.516,105.3,39.905,159.921,-4.464
Cambodia,KHM,1955,4890372,2.211,6.526,105.3,40.253,158.083,-4.946
Cambodia,KHM,1956,4999484,2.203,6.509,105.3,40.504,156.139,-5.408
Cambodia,KHM,1957,5110434,2.187,6.481,105.3,40.871,154.09,-6.406
Cambodia,KHM,1958,5220834,2.088,6.425,105.3,41.218,151.948,-10.894
Cambodia,KHM,1959,5332930,2.16,6.361,105.3,41.652,149.732,-6.266
Cambodia,KHM,1960,5449966,2.182,6.313,105.3,42.134,147.467,-5.339
Cambodia,KHM,1961,5571168,2.217,6.302,105.3,42.588,145.187,-4.764
Cambodia,KHM,1962,5697558,2.269,6.301,105.3,43.079,142.917,-3.578
Cambodia,KHM,1963,5823010,2.089,6.292,105.3,43.612,140.68,-15.929
Cambodia,KHM,1964,5946178,2.097,6.288,105.3,44.044,138.492,-16.516
Cambodia,KHM,1965,6072289,2.1,6.267,105.3,44.497,136.349,-16.93
Cambodia,KHM,1966,6201232,2.102,6.237,105.3,44.948,134.3,-17.216
Cambodia,KHM,1967,6332944,2.101,6.201,105.3,45.193,132.361,-16.983
Cambodia,KHM,1968,6467324,2.098,6.165,105.3,45.586,130.582,-17.745
Cambodia,KHM,1969,6604725,2.106,6.124,105.3,45.935,129.01,-17.676
Cambodia,KHM,1970,6639182,-1.057,6.071,105.3,38.628,127.681,-193.008
Cambodia,KHM,1971,6620880,0.507,6.007,105.3,38.7,126.586,-80.232
Cambodia,KHM,1972,6673886,1.085,5.943,105.3,38.909,125.701,-40.764
Cambodia,KHM,1973,6739726,0.879,5.559,105.4,39.078,124.941,-42.053
Cambodia,KHM,1974,6783240,0.409,4.797,105.4,39.296,124.181,-45.225
Cambodia,KHM,1975,6581371,-6.559,4.103,105.4,12.784,167.608,-47.717
Cambodia,KHM,1976,6134991,-7.522,3.409,105.4,11.632,176.362,-52.741
Cambodia,KHM,1977,5668551,-8.325,2.716,105.4,11.295,177.42,-55.504
Cambodia,KHM,1978,5211653,-8.489,3.338,105.4,11.573,172.839,-84.695
Cambodia,KHM,1979,5088808,3.861,4.556,105.5,41.072,117.458,118.334
Cambodia,KHM,1980,5199872,0.493,5.774,105.5,47.498,115.28,-133.508
Cambodia,KHM,1981,5284495,2.717,6.042,105.4,48.035,112.82,-22.982
Cambodia,KHM,1982,5436432,2.948,6.193,105.4,48.755,110.14,-20.026
Cambodia,KHM,1983,5636203,4.246,6.296,105.4,49.383,107.21,46.428
Cambodia,KHM,1984,5845117,3.055,6.338,105.2,50.089,104.124,-29.141
Cambodia,KHM,1985,6043783,3.62,6.313,105.1,50.799,100.973,4.677
Cambodia,KHM,1986,6285693,4.217,6.226,105,51.555,97.841,43.356
Cambodia,KHM,1987,6557970,4.263,6.097,104.9,53.674,94.964,44.442
Cambodia,KHM,1988,6812014,3.356,5.944,104.9,54.433,92.518,-14.627
Cambodia,KHM,1989,7073473,4.162,5.681,104.9,54.768,90.657,55.125
Cambodia,KHM,1990,7374752,4.18,5.642,104.9,55.205,89.375,58.455
Cambodia,KHM,1991,7686850,4.111,5.588,104.8,55.582,88.882,58.264
Cambodia,KHM,1992,8113083,6.615,5.486,104.7,55.747,88.571,275.823
Cambodia,KHM,1993,8616381,5.457,5.433,104.7,56.036,88.691,187.883
Cambodia,KHM,1994,9239162,8.398,5.281,104.7,56.221,89.421,488.732
Cambodia,KHM,1995,10018497,7.822,5.076,104.8,56.562,89.096,503.042
Cambodia,KHM,1996,10801270,7.246,4.867,104.8,56.832,88.945,508.187
Cambodia,KHM,1997,11570982,6.545,4.395,104.9,57.266,87.704,504.742
Cambodia,KHM,1998,12058173,1.802,4.13,104.9,57.859,85.564,-33.781
Cambodia,KHM,1999,12265731,1.613,3.933,104.9,58.611,82.292,-47.608
Cambodia,KHM,2000,12462336,1.568,3.794,105,59.491,78.252,-50.957
Cambodia,KHM,2001,12658484,1.556,3.687,105,60.457,72.918,-53.815
Cambodia,KHM,2002,12855241,1.529,3.57,104.9,61.395,67.451,-55.245
Cambodia,KHM,2003,13050968,1.493,3.429,105,62.345,62.046,-57.026
Cambodia,KHM,2004,13244731,1.455,3.307,105,63.256,57.028,-58.972
Cambodia,KHM,2005,13439202,1.46,3.238,105,64.113,52.525,-60.473
Cambodia,KHM,2006,13639028,1.491,3.175,105.1,64.886,48.517,-60.315
Cambodia,KHM,2007,13841770,1.46,3.13,105.1,65.549,44.988,-68.653
Cambodia,KHM,2008,14053479,1.575,3.048,105.1,66.147,41.721,-50.809
Cambodia,KHM,2009,14276810,1.578,2.971,105.1,66.747,38.777,-49.354
Cambodia,KHM,2010,14500726,1.534,2.859,105.1,67.311,36.088,-49.781
Cambodia,KHM,2011,14722584,1.503,2.782,105.1,67.869,33.824,-50.941
Cambodia,KHM,2012,14945085,1.497,2.751,105.1,68.371,31.477,-52.874
Cambodia,KHM,2013,15170208,1.493,2.742,105.1,68.755,29.712,-54.554
Cambodia,KHM,2014,15396772,1.472,2.734,105.1,69.117,27.948,-56.536
Cambodia,KHM,2015,15623251,1.449,2.729,105.1,69.398,26.479,-58.101
Cambodia,KHM,2016,15852803,1.469,2.725,105.2,69.635,25.226,-51.324
Cambodia,KHM,2017,16073372,1.296,2.719,105.2,69.842,24.119,-74.362
Cambodia,KHM,2018,16274522,1.192,2.724,105.2,69.993,23.124,-86.702
Cambodia,KHM,2019,16481304,1.332,2.725,105.2,70.127,22.229,-57.268
Cambodia,KHM,2020,16725473.999999998,1.607,2.699,105.2,70.059,21.404,0
Cambodia,KHM,2021,16974305,1.349,2.664,105.2,69.301,20.621,-27.025
Cambodia,KHM,2022,17201724,1.313,2.616,105.2,70.528,19.905,-31.35
Cambodia,KHM,2023,17423880,1.253,2.579,105.2,70.668,19.187,-31.837
Indonesia,IDN,1950,68799025,2.088,5.109,106,40.207,180.897,88.611
Indonesia,IDN,1951,70286303,2.188,5.159,106,40.834,177.203,89.837
Indonesia,IDN,1952,71876432,2.285,5.21,105.9,41.539,173.442,90.588
Indonesia,IDN,1953,73569144,2.369,5.256,105.9,42.208,169.735,91.15
Indonesia,IDN,1954,75367369,2.459,5.314,105.9,42.909,166.009,91.679
Indonesia,IDN,1955,77273507,2.535,5.362,105.8,43.592,162.304,92.424
Indonesia,IDN,1956,79282549,2.597,5.393,105.7,44.304,158.586,93.609
Indonesia,IDN,1957,81390834,2.651,5.418,105.7,44.992,155.019,95.429
Indonesia,IDN,1958,83592762,2.688,5.448,105.7,45.418,151.517,97.881
Indonesia,IDN,1959,85892869,2.741,5.476,105.7,46.2,148.125,99.887
Indonesia,IDN,1960,88296070,2.778,5.505,105.7,46.835,144.838,101.631
Indonesia,IDN,1961,90791249,2.795,5.522,105.7,47.385,141.658,103.628
Indonesia,IDN,1962,93375850,2.818,5.534,105.7,48.141,138.528,106.264
Indonesia,IDN,1963,96051424,2.832,5.551,105.7,48.742,135.484,110.166
Indonesia,IDN,1964,98833749,2.879,5.568,105.7,49.44,132.377,144.819
Indonesia,IDN,1965,101365130,2.188,5.593,105.7,42.762,140.617,-61.145
Indonesia,IDN,1966,103792754,2.541,5.593,105.6,48.406,127.669,-77.645
Indonesia,IDN,1967,106526393,2.657,5.583,105.6,51.309,123.141,-80.138
Indonesia,IDN,1968,109450006,2.757,5.568,105.6,51.888,120.098,55.731
Indonesia,IDN,1969,112517639,2.771,5.553,105.6,52.588,116.918,82.955
Indonesia,IDN,1970,115657495,2.734,5.488,105.6,53.254,113.857,81.368
Indonesia,IDN,1971,118833702,2.685,5.397,105.5,53.823,110.877,79.264
Indonesia,IDN,1972,122039841,2.64,5.315,105.6,54.364,107.981,72.007
Indonesia,IDN,1973,125288515,2.615,5.246,105.6,54.916,105.068,64.991
Indonesia,IDN,1974,128555045,2.534,5.089,105.6,55.443,102.247,61.188
Indonesia,IDN,1975,131843848,2.518,5.032,105.6,55.998,99.538,56.386
Indonesia,IDN,1976,135173655,2.471,4.921,105.8,56.445,96.935,48.01
Indonesia,IDN,1977,138533541,2.44,4.807,105.9,57.09,94.364,45.61
Indonesia,IDN,1978,141953163,2.437,4.732,106,57.607,91.924,45.911
Indonesia,IDN,1979,145434834,2.41,4.625,106.1,58.18,89.564,43.9
Indonesia,IDN,1980,148950540,2.368,4.495,106.3,58.701,87.197,42.254
Indonesia,IDN,1981,152485035,2.323,4.356,106.4,59.096,84.91,44.71
Indonesia,IDN,1982,156052152,2.302,4.247,106.6,59.7,82.599,46.792
Indonesia,IDN,1983,159651381,2.259,4.109,106.7,60.343,80.256,47.375
Indonesia,IDN,1984,163251124,2.201,3.956,106.8,60.891,77.929,43.693
Indonesia,IDN,1985,166776185,2.073,3.725,106.9,61.387,75.526,37.451
Indonesia,IDN,1986,170175065,1.963,3.53,106.8,61.736,73.132,30.988
Indonesia,IDN,1987,173511154,1.92,3.42,106.9,62.087,70.695,26.705
Indonesia,IDN,1988,176855065,1.898,3.353,107,62.386,68.227,25.383
Indonesia,IDN,1989,180201630,1.852,3.247,106.9,62.883,65.727,19.905
Indonesia,IDN,1990,183501098,1.778,3.114,106.9,63.249,63.232,11.539
Indonesia,IDN,1991,186778238,1.763,3.058,106.9,63.703,60.736,3.096
Indonesia,IDN,1992,190043744,1.704,2.95,106.9,64.182,58.298,-2.609
Indonesia,IDN,1993,193305168,1.699,2.9,106.8,64.851,55.851,-3.485
Indonesia,IDN,1994,196591828,1.673,2.851,106.6,65.041,53.502,-2.575
Indonesia,IDN,1995,199888057,1.652,2.809,106.5,65.263,51.229,-1.643
Indonesia,IDN,1996,203204348,1.639,2.782,106.4,65.465,49.048,-1.854
Indonesia,IDN,1997,206536095,1.614,2.742,106.3,65.774,46.987,-4.334
Indonesia,IDN,1998,209826788,1.548,2.66,106.3,65.942,44.971,-11.356
Indonesia,IDN,1999,213004668,1.459,2.568,106.3,66.001,43.07,-28.799
Indonesia,IDN,2000,216077790,1.406,2.503,106.3,66.292,41.259,-42.697
Indonesia,IDN,2001,219097902,1.37,2.466,106.3,66.583,39.543,-64.255
Indonesia,IDN,2002,222088495,1.341,2.436,106.3,66.954,37.901,-83.985
Indonesia,IDN,2003,225048008,1.306,2.41,106.3,67.134,36.357,-97.732
Indonesia,IDN,2004,227926649,1.236,2.415,106.2,65.521,36.858,-77.002
Indonesia,IDN,2005,230871650,1.331,2.452,106.2,67.531,33.491,-76.784
Indonesia,IDN,2006,233951652,1.32,2.457,106.1,67.664,32.253,-75.829
Indonesia,IDN,2007,237062337,1.322,2.476,106.1,67.914,30.932,-77.338
Indonesia,IDN,2008,240157903,1.273,2.44,106,68.085,29.714,-81.364
Indonesia,IDN,2009,243220028,1.261,2.442,106,68.267,28.595,-73.655
Indonesia,IDN,2010,246305322,1.26,2.462,106,68.364,27.52,-57.752
Indonesia,IDN,2011,249470032,1.293,2.515,106,68.629,26.46,-40.543
Indonesia,IDN,2012,252698525,1.279,2.514,106,68.862,25.463,-28.869
Indonesia,IDN,2013,255852467,1.203,2.441,106,69.064,24.509,-27.507
Indonesia,IDN,2014,258877399,1.148,2.393,105.9,69.292,23.593,-27.988
Indonesia,IDN,2015,261799249,1.097,2.346,105.9,69.52,22.711,-28.487
Indonesia,IDN,2016,264627418,1.053,2.311,105.9,69.733,21.882,-28.991
Indonesia,IDN,2017,267346658,0.992,2.253,105.9,69.953,21.09,-29.467
Indonesia,IDN,2018,269951846,0.947,2.219,106,70.08,20.396,-29.911
Indonesia,IDN,2019,272489381,0.924,2.205,106,70.349,19.648,-30.421
Indonesia,IDN,2020,274814866,0.776,2.189,106,68.817,18.973,-18.743
Indonesia,IDN,2021,276758053,0.633,2.166,106,67.452,18.332,-11.248
Indonesia,IDN,2022,278830529,0.858,2.149,106.1,70.925,17.718,-37.501
Indonesia,IDN,2023,281190067,0.828,2.127,106.1,71.146,17.117,-37.501
Laos,LAO,1950,1684550,2.419,6.248,105.3,38.94,207.328,0
Laos,LAO,1951,1725243,2.355,6.233,105.3,39.172,205.135,0
Laos,LAO,1952,1766179,2.335,6.243,105.3,39.427,202.772,0
Laos,LAO,1953,1807812,2.325,6.254,105.3,39.729,200.454,0
Laos,LAO,1954,1850128,2.303,6.245,105.3,40.005,198.113,0
Laos,LAO,1955,1893213,2.301,6.258,105.3,40.311,195.806,0
Laos,LAO,1956,1937229,2.296,6.27,105.3,40.563,193.508,0
Laos,LAO,1957,1982134,2.288,6.268,105.3,40.873,191.109,0
Laos,LAO,1958,2028026,2.29,6.278,105.3,41.177,188.651,0
Laos,LAO,1959,2074485.0000000002,2.24,6.289,105.3,40.746,186.208,0
Laos,LAO,1960,2121514,2.243,6.292,105.3,41.036,183.786,0
Laos,LAO,1961,2169796,2.257,6.31,105.3,41.344,181.494,0
Laos,LAO,1962,2219910,2.309,6.313,105.3,42.272,179.13,0
Laos,LAO,1963,2271061,2.248,6.318,105.3,41.544,176.704,0
Laos,LAO,1964,2322826,2.259,6.313,105.3,41.859,174.393,0
Laos,LAO,1965,2376200,2.284,6.316,105.3,42.222,172.07,0
Laos,LAO,1966,2431084,2.283,6.307,105.3,42.347,170.668,0
Laos,LAO,1967,2487715,2.322,6.306,105.3,42.869,167.444,0
Laos,LAO,1968,2546377,2.339,6.298,105.4,43.183,165.203,0
Laos,LAO,1969,2606959,2.363,6.301,105.3,43.46,163.018,0
Laos,LAO,1970,2669702,2.393,6.31,105.3,43.776,160.857,0
Laos,LAO,1971,2734628,2.412,6.295,105.3,44.122,158.791,0
Laos,LAO,1972,2801660,2.431,6.284,105.3,44.416,156.661,0
Laos,LAO,1973,2870573,2.429,6.281,105.3,44.728,154.518,-0.774
Laos,LAO,1974,2939761,2.335,6.289,105.4,45.886,152.405,-6
Laos,LAO,1975,3005521,2.092,6.287,105.3,46.15,150.301,-13.858
Laos,LAO,1976,3064876,1.822,6.289,105.3,46.012,148.658,-21.738
Laos,LAO,1977,3118923,1.675,6.293,105.3,46.408,146.145,-26.908
Laos,LAO,1978,3171740,1.683,6.298,105.3,46.832,143.49,-27.208
Laos,LAO,1979,3228202,1.844,6.314,105.3,47.46,140.364,-23.317
Laos,LAO,1980,3292573,2.102,6.332,105.3,48.56,136.475,-17.339
Laos,LAO,1981,3366631,2.344,6.35,105.3,49.237,133.249,-11.061
Laos,LAO,1982,3450026,2.547,6.369,105.3,49.931,130.058,-6.184
Laos,LAO,1983,3541001,2.657,6.376,105.3,50.485,126.957,-4.108
Laos,LAO,1984,3637843,2.738,6.37,105.3,51.014,123.989,-2.698
Laos,LAO,1985,3739985,2.799,6.328,105.3,51.579,120.906,-1.376
Laos,LAO,1986,3846715,2.828,6.255,105.2,52.144,117.947,-0.475
Laos,LAO,1987,3957612,2.856,6.205,105.3,52.597,115.046,0
Laos,LAO,1988,4072601,2.872,6.158,105.2,53.077,111.88,-0.08
Laos,LAO,1989,4190974,2.858,6.102,105.2,53.589,108.68,-1.272
Laos,LAO,1990,4311955,2.834,6.057,105.2,54.035,105.692,-3.1
Laos,LAO,1991,4435118,2.799,5.986,105.2,54.7,102.497,-5.39
Laos,LAO,1992,4559646,2.74,5.9,105.1,55.098,99.519,-7.502
Laos,LAO,1993,4685060,2.688,5.798,105.1,55.583,96.307,-9.39
Laos,LAO,1994,4809220,2.546,5.598,105.1,55.81,93.396,-11.782
Laos,LAO,1995,4929409,2.393,5.355,105.1,56.344,90.218,-14.279
Laos,LAO,1996,5045678,2.271,5.148,105.1,56.821,87.216,-16.574
Laos,LAO,1997,5152011,1.904,4.961,105,57.302,84.235,-32.288
Laos,LAO,1998,5248266,1.799,4.792,105,57.549,81.442,-33.997
Laos,LAO,1999,5340784,1.697,4.639,104.9,57.866,78.784,-36.632
Laos,LAO,2000,5431212,1.662,4.429,105,58.317,76.142,-33.965
Laos,LAO,2001,5521482,1.635,4.29,104.9,58.887,73.476,-33.552
Laos,LAO,2002,5610889,1.578,4.132,104.9,59.302,70.809,-33.595
Laos,LAO,2003,5697945,1.502,4.024,104.8,59.643,68.25,-36.572
Laos,LAO,2004,5781626,1.414,3.898,104.7,60.08,65.656,-40.12
Laos,LAO,2005,5869523,1.602,3.685,104.8,60.688,63.146,-24.138
Laos,LAO,2006,5963200,1.565,3.559,104.8,61.074,60.631,-25.286
Laos,LAO,2007,6056236,1.532,3.438,104.8,61.694,58.162,-27.233
Laos,LAO,2008,6148969,1.508,3.331,104.8,62.248,55.83,-28.318
Laos,LAO,2009,6241642,1.484,3.229,104.9,63.023,53.549,-29.545
Laos,LAO,2010,6334194,1.46,3.137,105,63.69,51.378,-30.046
Laos,LAO,2011,6426590,1.437,3.049,105.1,64.505,49.306,-30.538
Laos,LAO,2012,6518978,1.418,2.953,105.1,65.126,47.274,-28.871
Laos,LAO,2013,6611385,1.397,2.872,105.1,65.723,45.511,-27.492
Laos,LAO,2014,6703172,1.361,2.802,105.2,66.35,43.624,-26.881
Laos,LAO,2015,6801645,1.555,2.796,105.2,66.688,42.005,-12.991
Laos,LAO,2016,6908802,1.572,2.744,105.2,67.014,40.394,-11.401
Laos,LAO,2017,7018147,1.569,2.691,105.3,67.345,38.826,-10.4
Laos,LAO,2018,7128045,1.539,2.633,105.3,67.594,37.646,-10.305
Laos,LAO,2019,7237636,1.513,2.589,105.3,67.911,36.232,-10.305
Laos,LAO,2020,7346533,1.474,2.535,105.3,68.339,35.032,-10.305
Laos,LAO,2021,7453194,1.409,2.494,105.3,67.807,33.837,-10.305
Laos,LAO,2022,7559007,1.41,2.455,105.3,68.715,32.741,-10.003
Laos,LAO,2023,7664993,1.375,2.421,105.3,68.964,31.716,-10.003
Malaysia,MYS,1950,6098283,2.558,6.429,105.8,48.491,114.826,7.343
Malaysia,MYS,1951,6257417,2.593,6.428,105.7,49.221,109.631,3.712
Malaysia,MYS,1952,6422846,2.625,6.426,105.6,50.148,104.773,-1.168
Malaysia,MYS,1953,6593943,2.633,6.437,105.5,51.13,100.052,-7.98
Malaysia,MYS,1954,6772378,2.706,6.448,105.5,51.985,95.486,-9.666
Malaysia,MYS,1955,6959963,2.758,6.452,105.4,52.841,91.07,-12.169
Malaysia,MYS,1956,7156626,2.815,6.461,105.4,53.67,86.776,-14.008
Malaysia,MYS,1957,7362822,2.866,6.468,105.5,54.509,82.554,-15.831
Malaysia,MYS,1958,7562878,2.501,6.456,105.4,55.408,78.373,-46.845
Malaysia,MYS,1959,7755786,2.536,6.441,105.4,56.313,74.161,-47.311
Malaysia,MYS,1960,7956197,2.566,6.412,105.5,57.168,70.101,-46.948
Malaysia,MYS,1961,8164443,2.601,6.367,105.5,58.015,66.222,-44.916
Malaysia,MYS,1962,8380172.000000001,2.615,6.296,105.6,58.855,62.563,-43.033
Malaysia,MYS,1963,8602160,2.614,6.191,105.6,59.667,59.188,-40.952
Malaysia,MYS,1964,8828406,2.578,6.03,105.7,60.448,56.161,-38.785
Malaysia,MYS,1965,9056408,2.522,5.836,105.7,61.144,53.398,-36.456
Malaysia,MYS,1966,9284688,2.458,5.635,105.7,61.679,50.978,-33.993
Malaysia,MYS,1967,9507099,2.279,5.433,105.8,62.044,48.876,-42.108
Malaysia,MYS,1968,9725281,2.259,5.291,105.8,62.443,46.868,-40.996
Malaysia,MYS,1969,9947597,2.261,5.159,105.8,62.868,45.004,-39.42
Malaysia,MYS,1970,10178802,2.333,5.035,105.8,63.298,43.254,-31.839
Malaysia,MYS,1971,10423453,2.416,4.924,105.8,63.77,41.365,-20.535
Malaysia,MYS,1972,10676835,2.388,4.822,105.8,64.232,39.477,-21.305
Malaysia,MYS,1973,10935621,2.402,4.727,105.9,64.725,37.526,-21.995
Malaysia,MYS,1974,11200906,2.392,4.619,105.9,65.204,35.531,-21.919
Malaysia,MYS,1975,11471914,2.389,4.501,106,65.697,33.541,-20.48
Malaysia,MYS,1976,11750097,2.403,4.398,106,66.233,31.578,-18.316
Malaysia,MYS,1977,12035713,2.401,4.282,106.1,66.72,29.681,-16.601
Malaysia,MYS,1978,12328157,2.401,4.179,106.1,67.17,27.876,-15.059
Malaysia,MYS,1979,12627862,2.403,4.091,106.1,67.607,26.135,-13.98
Malaysia,MYS,1980,12983363,3.139,4.035,106.2,68.061,24.5,80.617
Malaysia,MYS,1981,13399203,3.166,4.002,106.2,68.461,22.963,84.142
Malaysia,MYS,1982,13832798,3.203,3.967,106.2,68.876,21.529,89.942
Malaysia,MYS,1983,14285907,3.242,3.928,106.2,69.205,20.213,97.862
Malaysia,MYS,1984,14759009,3.273,3.885,106.2,69.551,18.981,106.248
Malaysia,MYS,1985,15252258,3.301,3.804,106.2,69.863,17.87,120.215
Malaysia,MYS,1986,15760419,3.254,3.699,106.3,70.133,16.868,127.081
Malaysia,MYS,1987,16276737,3.194,3.565,106.4,70.351,15.95,137.759
Malaysia,MYS,1988,16796605,3.096,3.502,106.5,70.551,15.138,133.478
Malaysia,MYS,1989,17314997,2.985,3.313,106.7,70.759,14.364,143.544
Malaysia,MYS,1990,17833171,2.914,3.304,106.8,70.952,13.68,135.02
Malaysia,MYS,1991,18342464,2.721,3.339,106.9,71.219,13.045,97.111
Malaysia,MYS,1992,18834572,2.576,3.373,107,71.483,12.468,66.286
Malaysia,MYS,1993,19322664,2.541,3.364,107,71.721,11.969,61.079
Malaysia,MYS,1994,19820446,2.546,3.346,107,71.865,11.452,66.685
Malaysia,MYS,1995,20330599,2.537,3.317,107,71.979,10.99,72.393
Malaysia,MYS,1996,20850087,2.51,3.297,107.1,72.119,10.57,73.04
Malaysia,MYS,1997,21375218,2.466,3.227,107.1,72.296,10.013,79.266
Malaysia,MYS,1998,21906713,2.447,3.12,107.2,72.385,9.49,99.639
Malaysia,MYS,1999,22435531,2.325,3.068,107.2,72.428,8.951,89.335
