name,iso3c,year,pop,births,tfr,sex_ratio,deaths,e0,imr,net,grp_income,grp_develop
Timor-Leste,TLS,1973,582.855,23.574,5.392,107.1,13.54,38.966,190.81,-0.278,lower-middle,less-least
Timor-Leste,TLS,1974,590.827,23.393,5.287,107.1,14.988,36.454,203.742,-2.222,lower-middle,less-least
Timor-Leste,TLS,1975,598.158,23.057,5.19,107.1,24.12,24.314,243.676,9.542,lower-middle,less-least
Timor-Leste,TLS,1976,607.62,23.667,5.119,107.1,22.885,25.863,229.487,9.662,lower-middle,less-least
Timor-Leste,TLS,1977,618.315,24.457,5.085,107.1,24.16,24.875,238.697,10.657,lower-middle,less-least
Timor-Leste,TLS,1978,628.775,25.511,5.094,107.1,26.512,22.933,257.529,10.967,lower-middle,less-least
Timor-Leste,TLS,1979,638.719,26.8,5.142,107.1,25.814,24.172,245.751,8.924,lower-middle,less-least
Timor-Leste,TLS,1980,649.871,28.147,5.219,107.1,21.206,30.196,194.282,5.457,lower-middle,less-least
Timor-Leste,TLS,1981,660.493,30.557,5.525,107.2,21.222,31.247,186.204,-0.482,lower-middle,less-least
Timor-Leste,TLS,1982,669.149,30.509,5.555,107.2,20.93,32.247,177.788,-1.125,lower-middle,less-least
Timor-Leste,TLS,1983,677.707,30.519,5.586,107.2,20.833,32.694,173.669,-1.032,lower-middle,less-least
Timor-Leste,TLS,1984,686.777,30.585,5.614,107.2,19.663,34.468,160.306,-1.436,lower-middle,less-least
Timor-Leste,TLS,1985,696.665,30.764,5.65,107.2,19.977,34.342,160.6,-0.495,lower-middle,less-least
Timor-Leste,TLS,1986,707.185,30.94,5.672,107.2,19.879,34.764,157.185,-0.316,lower-middle,less-least
Timor-Leste,TLS,1987,718.476,31.112,5.682,107.3,19.167,35.974,148.497,-0.106,lower-middle,less-least
Timor-Leste,TLS,1988,730.745,31.472,5.716,107.3,19.353,36.047,147.603,0.587,lower-middle,less-least
Timor-Leste,TLS,1989,744.856,31.961,5.762,107.4,14.202,44.795,143.493,-2.246,lower-middle,less-least
Timor-Leste,TLS,1990,760.345,32.499,5.811,107.4,14.157,45.185,141.682,-2.881,lower-middle,less-least
Timor-Leste,TLS,1991,778.278,32.917,5.835,107.5,14.312,45.076,140.596,1.803,lower-middle,less-least
Timor-Leste,TLS,1992,799.318,33.82,5.867,107.4,13.94,46.19,134.756,1.794,lower-middle,less-least
Timor-Leste,TLS,1993,821.437,34.576,5.879,107.4,13.805,47.008,129.745,1.795,lower-middle,less-least
Timor-Leste,TLS,1994,844.493,35.432,5.912,107.4,13.685,47.861,125.533,1.794,lower-middle,less-least
Timor-Leste,TLS,1995,868.146,36.217,5.936,107.4,14.256,47.543,125.914,1.806,lower-middle,less-least
Timor-Leste,TLS,1996,892.282,36.89,5.941,107.4,14.187,48.26,121.461,1.796,lower-middle,less-least
Timor-Leste,TLS,1997,917.184,37.626,5.955,107.4,14.125,48.968,117.04,1.804,lower-middle,less-least
Timor-Leste,TLS,1998,942.53,38.351,5.963,107.4,14.76,48.583,117.994,1.806,lower-middle,less-least
Timor-Leste,TLS,1999,834.697,39.101,5.97,107.4,17.23,45.246,120.854,-262.94,lower-middle,less-least
Timor-Leste,TLS,2000,745.088,28.792,5.934,107.4,7.212,58.097,79.358,40.272,lower-middle,less-least
Timor-Leste,TLS,2001,812.249,30.897,5.918,107.4,7.583,58.772,76.165,49.159,lower-middle,less-least
Timor-Leste,TLS,2002,879.159,33.406,5.899,107.4,7.997,59.477,72.921,35.935,lower-middle,less-least
Timor-Leste,TLS,2003,916.878,35.176,5.846,107.3,8.276,60.13,69.946,-12.81,lower-middle,less-least
Timor-Leste,TLS,2004,929.074,34.865,5.741,107.2,8.114,60.743,67.198,-16.447,lower-middle,less-least
Timor-Leste,TLS,2005,948.311,34.363,5.611,107.2,7.95,61.272,64.667,1.759,lower-middle,less-least
Timor-Leste,TLS,2006,976.597,34.24,5.474,107.1,8.02,61.881,62.1,2.184,lower-middle,less-least
Timor-Leste,TLS,2007,1004.889,34.212,5.333,107,8.138,62.396,59.803,2.103,lower-middle,less-least
Timor-Leste,TLS,2008,1032.429,34.17,5.171,107.1,8.283,62.858,57.761,1.009,lower-middle,less-least
Timor-Leste,TLS,2009,1058.782,34.145,4.994,107.1,8.449,63.265,55.967,0.117,lower-middle,less-least
Timor-Leste,TLS,2010,1084.679,34.155,4.816,107.1,8.639,63.66,54.263,0.47,lower-middle,less-least
Timor-Leste,TLS,2011,1110.207,34.06,4.614,107.1,8.823,64.022,52.718,-0.159,lower-middle,less-least
Timor-Leste,TLS,2012,1134.885,33.813,4.404,107.1,8.922,64.384,51.187,-0.609,lower-middle,less-least
Timor-Leste,TLS,2013,1158.695,33.558,4.208,107.2,9.021,64.719,49.78,-1.206,lower-middle,less-least
Timor-Leste,TLS,2014,1181.903,33.159,3.999,107.1,9.119,65.027,48.477,-0.958,lower-middle,less-least
Timor-Leste,TLS,2015,1205.131,32.611,3.779,107.1,9.22,65.326,47.241,-0.02,lower-middle,less-least
Timor-Leste,TLS,2016,1228.312,32.12,3.582,107.1,9.342,65.61,46.062,0.208,lower-middle,less-least
Timor-Leste,TLS,2017,1251.703,31.606,3.399,107.1,9.462,65.898,44.874,1.666,lower-middle,less-least
Timor-Leste,TLS,2018,1275.959,31.236,3.244,107.1,9.586,66.204,43.625,3.062,lower-middle,less-least
Timor-Leste,TLS,2019,1300.945,31.034,3.116,107.1,9.727,66.496,42.436,3.942,lower-middle,less-least
Timor-Leste,TLS,2020,1326.053,30.966,3.011,107.1,9.799,66.919,41.214,3.793,lower-middle,less-least
Timor-Leste,TLS,2021,1350.139,30.689,2.892,107.1,10.588,66.199,40.03,3.111,lower-middle,less-least
Timor-Leste,TLS,2022,1369.295,30.704,2.801,107.1,10.081,67.368,38.736,-5.519,lower-middle,less-least
Timor-Leste,TLS,2023,1384.286,30.561,2.707,107.1,10.065,67.689,37.559,-5.62,lower-middle,less-least
Vietnam,VNM,1950,25100.738,973.3,5.147,106.4,435.08,48.041,93.808,0,lower-middle,less
Vietnam,VNM,1951,25600.268,892.149,4.651,106.4,431.3,48.7,91.107,0,lower-middle,less
Vietnam,VNM,1952,26143.917,1064.377,5.467,106.4,437.925,49.377,88.383,0,lower-middle,less
Vietnam,VNM,1953,26757.964,1042.552,5.274,106.4,440.918,49.959,85.894,0,lower-middle,less
Vietnam,VNM,1954,27427.909,1163.636,5.797,106.4,425.39,52.003,85,0,lower-middle,less
Vietnam,VNM,1955,28166.446,1127.628,5.535,106.4,388.806,54.826,79.389,0,lower-middle,less
Vietnam,VNM,1956,28922.309,1161.168,5.621,106.4,388.249,55.535,76.823,0,lower-middle,less
Vietnam,VNM,1957,29754.428,1285.702,6.145,106.4,394.373,56.167,74.271,0,lower-middle,less
Vietnam,VNM,1958,30658.446,1313.884,6.209,106.4,397.18,56.798,71.787,0,lower-middle,less
Vietnam,VNM,1959,31585.547,1335.851,6.25,106.4,398.355,57.398,69.366,0,lower-middle,less
Vietnam,VNM,1960,32531.933,1352.973,6.273,106.4,397.696,58.046,67.071,0,lower-middle,less
Vietnam,VNM,1961,33409.059,1190.671,5.476,106.4,391.697,58.461,65.072,0,lower-middle,less
Vietnam,VNM,1962,34288.56,1370.575,6.257,106.4,410.55,58.204,64.048,0,lower-middle,less
Vietnam,VNM,1963,35249.101,1408.264,6.385,106.4,447.217,56.897,64.568,0,lower-middle,less
Vietnam,VNM,1964,36201.563,1395.964,6.285,106.4,445.766,57.473,63.193,-6.328,lower-middle,less
Vietnam,VNM,1965,37129.656,1377.038,6.156,106.4,463.278,56.967,62.888,-1.438,lower-middle,less
Vietnam,VNM,1966,38024.836,1347.648,5.968,106.4,471.374,56.914,62.471,1.769,lower-middle,less
Vietnam,VNM,1967,38895.08,1344.79,5.883,106.4,482.729,56.745,62.326,0.394,lower-middle,less
Vietnam,VNM,1968,39734.609,1399.474,6.029,106.4,584.363,52.668,67.708,1.489,lower-middle,less
Vietnam,VNM,1969,40582.096,1423.504,6.013,106.4,545.136,54.791,64.492,0,lower-middle,less
Vietnam,VNM,1970,41475.23,1459.384,6.019,106.4,553.488,54.93,64.098,1.997,lower-middle,less
Vietnam,VNM,1971,42449.276,1514.527,6.069,106.4,551.291,55.585,62.94,76.961,lower-middle,less
Vietnam,VNM,1972,43429.168,1579.568,6.1,106.4,658.055,51.913,67.885,-1.92,lower-middle,less
Vietnam,VNM,1973,44409.861,1638.342,6.108,106.4,576.615,55.677,62.17,-19.937,lower-middle,less
Vietnam,VNM,1974,45413.537,1611.471,5.781,106.4,610.967,54.751,63.067,-34.94,lower-middle,less
Vietnam,VNM,1975,46482.903,1630.898,5.621,106.4,455.718,61.865,53.606,-2.01,lower-middle,less
Vietnam,VNM,1976,47684.931,1661.934,5.461,106.4,429.319,63.669,51.181,-1.733,lower-middle,less
Vietnam,VNM,1977,48954.872,1691.799,5.291,106.3,432.453,64.07,50.281,49.655,lower-middle,less
Vietnam,VNM,1978,50249.552,1721.176,5.104,106.4,434.224,64.529,49.364,-6.592,lower-middle,less
Vietnam,VNM,1979,51378.211,1750.046,4.94,106.4,435.492,64.986,48.41,-337.597,lower-middle,less
Vietnam,VNM,1980,52490.101,1758.376,4.795,106.4,436.76,65.338,47.509,-74.791,lower-middle,less
Vietnam,VNM,1981,53738.141,1796.366,4.665,106.4,437.853,65.779,46.542,-109.259,lower-middle,less
Vietnam,VNM,1982,55011.289,1847.487,4.593,106.4,439.542,66.212,45.624,-110.901,lower-middle,less
Vietnam,VNM,1983,56337.921,1897.481,4.524,106.5,443.555,66.545,44.739,-97.706,lower-middle,less
Vietnam,VNM,1984,57706.067,1922.68,4.412,106.5,445.264,66.929,43.758,-97.339,lower-middle,less
Vietnam,VNM,1985,59060.622,1901.443,4.206,106.5,447.505,67.192,42.806,-124.91,lower-middle,less
Vietnam,VNM,1986,60347.048,1853.705,3.955,106.4,445.704,67.55,41.706,-164.183,lower-middle,less
Vietnam,VNM,1987,61584.651,1800.131,3.717,106.4,440.646,68.005,40.468,-128.095,lower-middle,less
Vietnam,VNM,1988,62843.228,1804.44,3.623,106.3,434.31,68.585,39.156,-84.361,lower-middle,less
Vietnam,VNM,1989,64147.348,1862.88,3.641,106.3,439.292,68.805,37.778,-101.113,lower-middle,less
Vietnam,VNM,1990,65504.552,1892.842,3.602,106.3,443.695,69.027,36.233,-57.221,lower-middle,less
Vietnam,VNM,1991,66891.775,1905.689,3.524,106.3,446.345,69.303,34.686,-76.829,lower-middle,less
Vietnam,VNM,1992,68260.337,1866.343,3.353,106.3,446.435,69.62,33.049,-65.285,lower-middle,less
Vietnam,VNM,1993,69586.384,1815.791,3.172,106.3,445.388,69.957,31.431,-72.931,lower-middle,less
Vietnam,VNM,1994,70854.391,1732.551,2.941,106.3,440.998,70.379,29.874,-53.012,lower-middle,less
Vietnam,VNM,1995,72049.94,1637.513,2.7,106.3,433.805,70.871,28.338,-51.147,lower-middle,less
Vietnam,VNM,1996,73156.447,1537.178,2.468,106.4,428.5,71.296,26.928,-48.235,lower-middle,less
Vietnam,VNM,1997,74226.889,1452.809,2.274,106.4,424.745,71.67,25.697,52.382,lower-middle,less
Vietnam,VNM,1998,75299.66,1374.488,2.098,106.5,415.481,72.283,24.289,106.091,lower-middle,less
Vietnam,VNM,1999,76287.452,1341.952,1.999,106.8,416.456,72.575,23.252,-15.01,lower-middle,less
Vietnam,VNM,2000,77154.011,1390.17,2.028,107.3,423.243,72.746,22.232,-144.298,lower-middle,less
Vietnam,VNM,2001,77969.361,1413.038,2.023,109,427.393,72.984,21.359,-177.586,lower-middle,less
Vietnam,VNM,2002,78772.224,1425.422,2.006,107,433.99,73.138,20.525,-193.766,lower-middle,less
Vietnam,VNM,2003,79563.777,1444.171,1.999,104,442.654,73.236,19.796,-216.062,lower-middle,less
Vietnam,VNM,2004,80338.971,1445.763,1.968,108,460.367,73.062,19.267,-220.458,lower-middle,less
Vietnam,VNM,2005,81088.313,1408.413,1.887,106,466.343,73.198,18.758,-208.337,lower-middle,less
Vietnam,VNM,2006,82167.897,1417.335,1.873,109.8,474.297,73.293,18.397,482.399,lower-middle,less
Vietnam,VNM,2007,83633.375,1466.698,1.911,111.6,484.952,73.385,18.06,523.784,lower-middle,less
Vietnam,VNM,2008,85175.788,1504.57,1.933,112.1,496.395,73.455,17.762,571.113,lower-middle,less
Vietnam,VNM,2009,86460.018,1515.454,1.92,110.5,507.732,73.525,17.469,-18.56,lower-middle,less
Vietnam,VNM,2010,87455.152,1522.48,1.906,111.2,516.931,73.611,17.26,-4.443,lower-middle,less
Vietnam,VNM,2011,88468.314,1555.971,1.927,111.9,526.146,73.713,17.064,-4.602,lower-middle,less
Vietnam,VNM,2012,89510.356,1601.508,1.967,112.3,537.795,73.762,16.88,-4.851,lower-middle,less
Vietnam,VNM,2013,90573.104,1620.204,1.98,113.8,548.595,73.821,16.747,-4.979,lower-middle,less
Vietnam,VNM,2014,91679.578,1711.735,2.09,112.2,560.517,73.886,16.553,-4.894,lower-middle,less
Vietnam,VNM,2015,92823.254,1717.064,2.1,112.8,571.142,73.955,16.407,-4.888,lower-middle,less
Vietnam,VNM,2016,94000.117,1627.396,2,112.2,582.358,73.984,16.258,167.652,lower-middle,less
Vietnam,VNM,2017,95176.977,1595.53,1.985,112.1,593.746,74.026,16.107,139.245,lower-middle,less
Vietnam,VNM,2018,96237.319,1485.701,1.88,114.8,602.701,74.1,15.968,96.65,lower-middle,less
Vietnam,VNM,2019,97173.776,1507.477,1.943,111.5,612.164,74.211,15.761,-2.051,lower-middle,less
Vietnam,VNM,2020,98079.191,1494.146,1.957,112.1,570.112,75.383,15.613,-6.457,lower-middle,less
Vietnam,VNM,2021,98935.098,1457.843,1.942,112,658.187,74.145,15.43,-5.418,lower-middle,less
Vietnam,VNM,2022,99680.655,1422.615,1.927,111.1,646.765,74.502,15.246,-78.977,lower-middle,less
Vietnam,VNM,2023,100352.192,1387.961,1.913,110.9,659.98,74.588,15.067,-81.789,lower-middle,less
